,application_id,amount,duration_in_days,check_field_1,check_field_2,check_field_3,earned,spendings,prev_amount,start_date,finish_date
685,90610,500,13.0,False,True,True,5000,9100,1000,2017-09-24,2018-02-14
686,67335,3300,19.0,True,False,True,12500,16700,600,2017-11-18,2018-03-04
687,15807,500,39.0,False,False,True,5000,9900,3100,2017-05-28,2018-05-06
688,95068,2300,30.0,False,True,True,4000,16100,600,2017-04-14,2018-08-04
689,77056,500,8.0,False,False,False,8000,10500,2200,2017-04-28,2018-10-22
690,23482,2400,14.0,True,True,True,19500,13500,800,2017-04-11,2018-06-02
691,51398,2300,32.0,False,True,True,5000,7300,1200,2017-05-02,2018-08-13
692,61132,2500,3.0,True,False,True,11500,13300,3200,2017-08-21,2018-08-28
693,41939,700,29.0,False,False,True,16000,4500,2200,2017-05-29,2019-01-01
694,72869,1500,33.0,True,False,False,6500,2100,2100,2017-01-26,2018-10-01
695,66600,1000,5.0,True,True,True,4000,16300,2200,2017-10-28,2018-09-04
696,32895,2800,33.0,True,False,True,4000,7700,1300,2017-01-20,2018-01-08
697,16461,3300,39.0,False,True,False,5000,8100,1300,2017-03-10,2018-09-17
698,45234,500,41.0,False,False,True,14000,16700,1300,2017-10-01,2018-10-07
699,81399,2900,15.0,True,False,False,6000,10300,500,2017-06-16,2018-06-08
700,73943,1500,10.0,False,False,False,15000,5100,1400,2017-07-07,2018-10-03
701,45074,600,5.0,False,True,False,7000,3700,700,2017-05-11,2018-11-22
702,12613,1000,8.0,True,True,True,14500,8700,1300,2017-02-02,2018-08-20
703,95207,500,33.0,True,True,False,18500,17700,3100,2017-01-27,2018-10-21
704,14417,600,7.0,True,True,True,3000,12100,1600,2017-01-13,2018-05-24
705,13940,1900,35.0,True,False,False,12000,3900,900,2017-08-27,2018-03-04
706,41733,1200,39.0,False,False,True,16000,700,2500,2017-11-19,2018-03-16
707,66624,800,18.0,False,False,True,16500,17100,700,2017-02-18,2018-03-25
708,81228,1100,22.0,False,True,True,7500,11300,2600,2017-02-06,2018-05-03
709,34189,500,8.0,True,True,True,5500,14700,1200,2017-03-04,2018-05-22
710,18788,800,3.0,True,False,True,17000,16100,2600,2017-11-08,2018-09-17
711,56807,1300,15.0,True,False,True,14500,2300,2300,2017-07-10,2018-12-13
712,66528,1900,40.0,True,True,False,3500,8300,2600,2017-12-25,2018-01-21
713,13497,2900,33.0,False,False,True,12000,7500,2500,2017-11-22,2018-11-27
714,90705,2900,44.0,False,False,True,7500,13700,1700,2017-07-07,2018-11-28
715,47588,2100,32.0,False,True,True,6000,2300,3200,2017-11-03,2018-03-17
716,31186,1900,29.0,True,False,False,18500,5900,3200,2017-02-21,2018-05-02
717,84859,1200,27.0,False,True,True,5000,3700,600,2017-04-20,2018-06-07
718,12256,3000,20.0,False,False,False,16000,10300,500,2017-03-02,2018-04-05
719,91868,2800,42.0,True,False,False,15000,2700,1400,2017-05-14,2018-04-14
720,63499,2100,7.0,False,False,False,12500,11700,3000,2017-08-16,2018-06-29
721,72328,700,6.0,False,False,True,9000,700,600,2017-03-30,2018-03-30
722,12786,1800,9.0,False,True,True,14000,7500,1800,2017-12-02,2018-03-25
723,94756,3400,40.0,True,True,True,10500,17500,1400,2017-10-25,2018-06-16
724,55416,3200,39.0,False,False,False,16500,17500,1900,2017-08-16,2018-09-15
725,32984,2400,25.0,True,True,True,11500,700,3200,2017-06-21,2018-06-17
726,59696,1200,22.0,True,False,False,5500,5900,600,2017-10-25,2018-03-02
727,39053,1300,17.0,True,False,True,18500,5900,1000,2017-04-19,2018-12-21
728,30004,1600,22.0,True,True,False,9000,4500,2400,2017-09-20,2018-11-17
729,77270,2000,11.0,False,False,True,11500,6100,1700,2017-02-07,2018-05-20
730,78999,2500,28.0,True,True,False,12500,12700,800,2017-10-04,2018-03-17
731,31998,2800,19.0,False,True,True,10500,14700,2500,2017-07-11,2018-01-04
732,41431,1700,7.0,False,False,True,10500,13500,2100,2017-12-31,2018-03-14
733,38807,2900,38.0,True,True,False,3000,8700,2200,2017-04-17,2018-05-24
734,22867,1100,31.0,False,True,True,11500,8700,1400,2017-09-21,2018-06-19
735,59889,2300,13.0,False,True,True,19500,1900,2300,2017-11-25,2018-03-30
736,29484,2400,16.0,False,False,False,7000,17700,2000,2017-02-22,2018-08-31
737,31638,900,13.0,True,False,False,17000,8900,1800,2017-10-18,2018-08-11
738,16177,3000,1.0,True,True,True,3000,3300,1700,2017-05-10,2018-07-26
739,84594,3400,44.0,True,False,True,14000,16300,3000,2017-07-29,2018-01-18
740,45332,2300,24.0,True,False,False,14500,15300,2600,2017-02-11,2018-10-19
741,45529,1200,15.0,False,False,True,14500,17500,3300,2017-06-26,2018-06-12
742,40455,1100,3.0,False,True,True,3000,11500,500,2017-12-08,2018-02-12
743,21725,3000,22.0,False,False,False,7500,1300,500,2017-07-04,2018-07-23
744,88605,2300,38.0,True,False,True,3000,1900,700,2017-02-27,2018-08-19
745,72581,3100,3.0,False,True,False,18000,9500,1200,2017-03-10,2018-10-09
746,41359,900,4.0,True,False,True,19500,500,2600,2017-12-05,2018-01-18
747,18575,2800,32.0,False,True,False,11500,10900,600,2017-03-02,2018-08-20
748,66266,1700,22.0,True,True,True,11500,3100,2900,2017-09-08,2018-09-08
749,71943,1600,27.0,True,True,True,16500,5700,2000,2017-01-13,2018-08-31
750,73635,2900,42.0,True,True,True,9500,8700,2000,2017-01-28,2018-11-19
751,63546,3100,10.0,False,True,True,15000,2300,1000,2017-10-31,2018-10-02
752,35497,1600,17.0,False,True,False,18500,14900,3000,2017-08-28,2018-04-04
753,57288,3200,11.0,True,False,True,3500,16700,2800,2017-11-30,2018-03-01
754,27684,1200,42.0,False,False,False,8500,1500,2400,2017-02-15,2018-04-21
755,60537,800,24.0,True,False,True,16500,3700,2500,2017-08-26,2018-01-01
756,17078,1200,38.0,False,False,False,14000,9300,3000,2017-07-05,2018-03-04
757,22898,500,29.0,False,True,False,14500,10500,1900,2017-09-12,2018-02-28
758,66681,1100,40.0,False,True,False,10500,8100,2100,2017-04-27,2018-12-04
759,16457,1500,34.0,True,False,False,15000,2300,1400,2017-04-15,2018-06-17
760,19834,3300,30.0,False,True,False,9000,2500,2300,2017-10-29,2018-09-02
761,25714,2700,17.0,True,True,True,19000,3900,2000,2017-03-31,2018-10-17
762,56807,2200,1.0,True,False,True,14000,17700,1000,2017-12-18,2018-07-13
763,54817,1400,39.0,True,True,False,4000,11700,700,2017-04-09,2018-09-09
764,80467,2300,16.0,False,False,True,9000,7100,2200,2017-02-03,2018-08-14
765,13978,1900,2.0,False,True,False,9500,500,2000,2017-12-31,2018-01-11
766,86134,2800,13.0,False,True,True,8500,12300,2800,2017-07-14,2018-12-03
767,68266,2000,44.0,False,True,False,14000,3700,2100,2017-09-27,2018-04-16
768,94491,2600,21.0,True,True,False,19500,15900,1300,2017-12-30,2018-04-19
769,41388,500,17.0,False,True,False,10000,2500,1000,2017-09-13,2018-01-28
770,90384,2200,6.0,True,False,False,6000,5900,500,2017-03-21,2018-08-06
771,59367,1900,15.0,False,False,True,4500,12700,3300,2017-07-29,2018-06-20
772,78729,1100,37.0,False,False,False,3000,7300,2400,2017-01-11,2018-02-22
773,37429,1000,28.0,True,True,False,8500,16900,1100,2017-04-27,2018-03-26
774,14358,2600,30.0,True,True,True,7500,15100,900,2017-11-05,2018-05-31
775,74988,2000,39.0,False,True,False,16000,4500,1500,2017-02-09,2018-08-05
776,35459,3300,32.0,False,True,False,7000,14700,1500,2017-10-05,2018-04-30
777,17532,2600,39.0,True,False,True,12500,5100,700,2017-12-12,2018-01-19
778,22093,700,16.0,False,True,False,6500,5500,2000,2017-07-11,2018-04-08
779,31830,2800,25.0,False,True,False,18500,8700,2800,2017-08-27,2018-07-17
780,37634,2700,5.0,False,False,False,5500,4500,700,2017-12-23,2018-03-15
781,37434,600,38.0,False,False,True,7000,900,600,2017-07-19,2018-09-30
782,80579,2000,30.0,False,True,False,6000,10500,1600,2017-10-13,2018-01-22
783,13798,2000,12.0,True,False,False,4000,13100,1100,2017-11-21,2018-07-03
784,36776,3300,36.0,True,True,False,10500,4900,1800,2017-10-31,2018-02-18
785,37175,2300,12.0,False,False,False,17500,7100,2200,2017-02-07,2018-10-26
786,16383,3100,6.0,False,False,True,3500,10300,700,2017-06-14,2018-09-14
787,40357,3200,9.0,True,False,False,14000,3500,2900,2017-07-13,2018-09-29
788,20892,2100,12.0,True,True,False,14500,14100,1500,2017-10-01,2018-11-25
789,88151,1100,41.0,True,False,True,7000,2500,2700,2017-06-27,2018-07-20
790,28766,600,18.0,True,False,False,13500,3700,3100,2017-01-24,2018-06-25
791,13446,1700,13.0,False,False,True,16000,12900,900,2017-06-03,2018-07-24
792,58272,1700,39.0,True,False,False,9000,7500,3400,2017-10-15,2018-03-25
793,11063,3300,22.0,False,False,True,13000,3300,1400,2017-12-09,2018-03-16
794,78811,3000,16.0,False,True,True,13000,5700,2800,2017-01-09,2018-12-22
795,71016,2700,22.0,False,True,True,17500,15500,3000,2017-10-30,2018-01-30
796,56349,500,44.0,False,False,False,16500,16100,500,2017-06-12,2018-07-09
797,39091,3000,16.0,False,False,False,8000,7100,2800,2017-03-22,2018-01-12
798,73953,2600,28.0,False,True,True,9500,1300,2500,2017-08-10,2018-10-17
799,62085,3000,5.0,True,False,True,12000,7700,2500,2017-08-27,2018-10-13
800,55096,2800,28.0,False,False,True,16500,17700,700,2017-01-02,2018-09-02
801,88613,1300,27.0,False,True,False,7500,10900,2000,2017-10-02,2018-06-10
802,90984,1300,10.0,False,False,False,11000,5100,800,2017-12-10,2018-02-28
803,91979,800,17.0,False,True,True,11500,12700,3300,2017-07-30,2018-12-05
804,90339,2300,10.0,True,True,True,9000,11500,2600,2017-10-08,2018-05-12
805,10902,2200,31.0,False,False,False,15500,13300,3300,2017-07-07,2018-01-14
806,64422,1700,10.0,True,False,False,13000,3500,3100,2017-05-17,2018-10-25
807,68189,800,12.0,False,True,False,7000,5700,3300,2017-05-26,2018-03-11
808,94997,1400,41.0,False,True,True,14000,16700,2200,2017-03-28,2018-04-27
809,16573,2800,26.0,True,False,True,11000,16900,2100,2017-09-23,2018-12-14
810,11122,2300,38.0,False,False,True,10000,4500,2200,2017-03-02,2018-07-04
811,99905,3400,3.0,False,False,True,4000,12100,1700,2017-01-03,2018-10-25
812,37662,2500,18.0,True,False,True,7500,11300,2600,2017-09-20,2018-09-11
813,98469,2900,13.0,False,True,True,7000,3500,1400,2017-03-10,2018-11-13
814,30015,700,38.0,False,False,False,15000,6900,700,2017-09-24,2018-05-18
815,73358,2600,40.0,False,True,True,9000,4100,3100,2017-05-03,2018-03-22
816,17954,2500,43.0,False,False,False,9500,9900,2800,2017-05-03,2018-03-10
817,47975,2300,38.0,True,True,True,9500,14300,2100,2017-06-19,2018-08-22
818,96923,2900,13.0,True,True,True,11000,2500,3200,2017-04-12,2018-01-22
819,92654,2600,32.0,False,True,False,15000,17700,2400,2017-12-12,2018-12-09
820,62931,3100,26.0,True,True,False,4500,2700,3000,2017-10-03,2018-08-12
821,34081,3200,6.0,True,True,True,11000,2300,2900,2017-04-15,2018-12-27
822,35398,3200,35.0,False,False,True,10000,4700,3200,2017-05-20,2018-12-15
823,86781,2900,34.0,True,False,False,16500,11900,2600,2017-03-03,2018-06-24
824,96080,1000,28.0,False,True,False,11000,16100,2300,2017-06-12,2018-05-25
825,59363,2600,22.0,True,False,True,4000,8100,2400,2017-07-27,2018-09-25
826,45619,2600,45.0,True,True,False,13000,12700,2900,2017-03-24,2018-04-18
827,95665,3300,27.0,True,False,False,14500,8100,1200,2017-08-24,2018-01-22
828,51429,1000,18.0,False,False,False,13000,2300,1600,2017-12-14,2018-07-06
829,38328,1800,32.0,True,False,True,11500,9500,600,2017-02-01,2018-10-03
830,94154,3300,44.0,True,True,False,9500,12500,3400,2017-02-16,2018-06-17
831,56098,2600,29.0,False,True,True,8500,2500,1500,2017-04-06,2018-02-23
832,45167,2300,10.0,False,True,True,15000,13300,1400,2017-01-21,2018-12-12
833,53844,3200,35.0,False,True,False,7000,15300,3300,2017-04-02,2018-08-25
834,82346,2000,34.0,False,True,False,11500,3500,1200,2017-10-10,2018-12-11
835,12563,1700,24.0,False,False,False,10500,1500,1900,2017-12-05,2018-04-09
836,96402,1600,31.0,True,False,True,17000,2100,3200,2017-02-17,2018-08-27
837,20237,1400,5.0,False,True,True,3000,5100,1900,2017-09-20,2018-01-24
838,50311,1900,27.0,True,True,False,18500,10300,2800,2017-01-27,2018-05-24
839,44113,3200,14.0,False,False,True,13500,5900,700,2017-03-06,2018-10-15
840,36168,1800,43.0,True,False,True,3500,11300,2300,2017-07-12,2018-03-16
841,31112,900,7.0,True,False,False,15500,700,1200,2017-07-15,2018-11-29
842,57990,800,31.0,True,True,True,6500,12900,2000,2017-08-29,2018-01-19
843,28461,2400,29.0,False,False,False,12000,9900,2800,2017-08-18,2018-12-19
844,58356,2300,34.0,True,True,True,19500,9300,2100,2017-02-25,2018-01-29
845,85176,500,19.0,False,True,False,15500,2700,1800,2017-12-15,2018-09-04
846,57513,1500,45.0,False,False,False,14000,10900,1300,2017-06-17,2018-08-12
847,38955,2800,36.0,True,False,False,9000,2900,2300,2017-03-02,2018-06-20
848,29296,2500,45.0,True,True,False,14500,3300,900,2017-07-18,2018-07-15
849,65338,3400,43.0,True,False,False,18000,6700,600,2017-04-01,2018-08-14
850,28751,2600,16.0,False,False,False,4500,15100,1400,2017-06-25,2018-01-14
851,91295,3200,41.0,True,True,True,5500,7300,3400,2017-11-29,2018-12-01
852,11876,1600,36.0,True,True,True,19000,6300,700,2017-01-24,2018-12-10
853,42917,2200,5.0,True,False,True,9500,1100,900,2017-03-31,2018-09-09
854,70354,900,5.0,True,True,True,9500,5700,3000,2017-02-15,2018-10-12
855,10236,1600,44.0,False,False,False,18000,12900,1600,2017-05-01,2018-05-11
856,22290,1600,35.0,True,False,True,13000,15300,2300,2017-05-08,2018-06-21
857,43432,1100,11.0,False,True,True,4000,7300,1000,2017-01-14,2018-04-06
858,48435,700,40.0,True,True,False,14000,17900,2600,2017-03-06,2018-09-06
859,92902,1500,42.0,False,True,True,6500,14700,1800,2017-07-14,2018-06-01
860,11697,1100,31.0,False,True,True,3000,8300,600,2017-03-13,2018-12-09
861,49590,3200,9.0,False,False,True,13000,17300,2500,2017-08-16,2018-01-28
862,17326,2400,27.0,False,True,True,10000,16300,2600,2017-09-22,2018-12-12
863,79337,700,21.0,True,True,False,19000,3300,1200,2017-12-17,2018-11-23
864,85764,1300,28.0,True,True,True,14500,17900,1800,2017-04-01,2018-01-11
865,73216,1100,25.0,False,False,True,16000,12500,3000,2017-11-17,2018-06-16
866,27850,1400,28.0,False,True,True,16000,9500,3400,2017-04-09,2018-05-14
867,15057,3000,45.0,False,False,True,18000,8100,900,2017-11-20,2018-09-03
868,10860,2900,36.0,False,False,True,5500,6500,2900,2017-01-11,2018-08-30
869,30801,1000,12.0,False,True,False,15000,14100,900,2017-01-18,2018-10-15
870,16084,2600,35.0,True,False,False,9500,5500,3300,2017-05-07,2018-01-20
871,73532,1600,37.0,False,False,False,11000,16100,2900,2017-03-04,2018-06-23
872,91525,1100,33.0,True,True,True,16000,12100,800,2017-08-12,2018-01-05
873,78496,2600,8.0,False,False,False,8500,11900,1700,2017-04-02,2018-11-25
874,66706,3100,38.0,True,True,False,3500,15500,3300,2017-11-07,2018-07-06
875,26685,1300,22.0,True,False,True,11000,4900,1500,2017-04-29,2018-02-02
876,97077,1800,41.0,False,True,True,15500,9100,2800,2017-01-22,2018-06-05
877,70903,3300,33.0,True,False,False,6500,4700,1600,2017-02-25,2018-10-05
878,62274,800,8.0,False,False,False,5000,9700,2100,2017-08-23,2018-11-25
879,79545,2500,11.0,True,False,False,7500,12500,2300,2017-08-09,2018-01-13
880,87789,2900,8.0,True,False,True,13500,11700,2900,2017-12-25,2018-11-28
881,50119,1000,32.0,False,True,True,7000,1500,3400,2017-08-25,2018-08-19
882,98313,2700,32.0,True,True,False,16500,16300,800,2017-03-26,2018-04-26
883,69067,2700,45.0,True,False,False,15500,14500,2500,2017-07-23,2018-06-30
884,25802,2700,33.0,False,False,False,8500,4700,2100,2017-10-12,2018-10-09
885,65264,1800,42.0,True,True,False,19500,13700,3400,2017-11-05,2018-11-21
886,21061,1000,26.0,False,True,False,15000,8300,1800,2017-12-27,2018-12-28
887,64892,2300,11.0,False,True,True,11000,1700,800,2017-12-14,2018-02-14
888,22328,2100,23.0,True,True,True,3500,2900,600,2017-10-21,2018-07-22
889,52690,1500,28.0,False,True,True,10000,17500,2000,2017-04-14,2018-05-19
890,67196,700,21.0,True,True,True,19000,9500,1800,2017-06-14,2018-02-03
891,77906,1600,14.0,True,True,False,11500,6500,1500,2017-06-08,2018-10-12
892,29003,2300,2.0,True,False,False,16000,8900,1800,2017-07-12,2018-07-07
893,24533,3200,13.0,True,False,False,19500,11300,2700,2017-12-13,2018-01-31
894,46737,2000,33.0,True,True,True,16000,1700,2300,2017-07-29,2018-12-22
895,64517,2300,10.0,False,True,True,3500,2100,500,2017-11-19,2018-08-19
896,67688,1500,33.0,True,True,False,16000,5700,600,2017-07-10,2018-09-30
897,98010,3000,23.0,True,True,False,9500,3100,2600,2017-08-04,2018-09-21
898,16481,600,38.0,False,True,False,8000,6100,3000,2017-11-05,2018-02-11
899,69617,3000,27.0,False,True,True,6500,7500,1900,2017-02-21,2018-10-10
900,57111,3200,15.0,False,False,True,14500,3700,2700,2017-03-19,2018-07-16
901,90967,2000,4.0,False,False,True,9000,4300,2100,2017-12-21,2018-02-13
902,36573,700,41.0,True,True,False,19500,8100,600,2017-04-15,2018-08-29
903,82618,2300,40.0,True,True,False,5500,14100,1600,2017-04-20,2018-05-10
904,34476,600,38.0,False,True,True,13500,15700,2100,2017-12-04,2018-02-27
905,85154,800,34.0,True,False,False,18000,8700,2000,2017-06-01,2018-08-11
906,48179,3100,18.0,False,False,True,16500,9100,2700,2017-11-14,2018-11-28
907,32337,600,43.0,False,False,False,11500,8100,1800,2017-08-15,2018-01-01
908,60606,1100,32.0,False,False,False,8000,16700,2500,2017-04-09,2018-02-24
909,83531,1400,35.0,False,False,False,12000,14700,2800,2017-10-12,2018-09-03
910,44224,2600,44.0,True,False,True,8500,9100,900,2017-10-28,2018-03-22
911,23067,600,31.0,True,True,False,8500,10100,1100,2017-06-25,2018-03-29
912,17606,2600,34.0,True,False,False,19500,15900,1200,2017-11-08,2018-03-03
913,22283,3000,39.0,True,True,True,19500,7300,3400,2017-06-19,2018-12-20
914,89137,2000,42.0,False,False,True,19000,13700,2100,2017-10-05,2018-10-17
915,90832,1300,1.0,False,False,True,16000,7900,500,2017-01-05,2018-01-07
916,54448,700,13.0,True,False,True,9000,13300,2300,2017-05-15,2018-11-14
917,51114,1000,10.0,False,False,True,13500,7500,2700,2017-02-23,2018-09-05
918,73932,600,42.0,True,False,True,9000,9900,3300,2017-02-14,2018-03-19
919,97058,500,18.0,True,True,True,10500,15700,2900,2017-05-03,2018-05-17
920,43484,2100,36.0,True,False,True,10000,17300,2000,2017-12-16,2018-08-13
921,85015,3200,37.0,True,False,False,19000,12700,1700,2017-02-26,2018-04-07
922,31551,1100,38.0,True,False,False,7500,14900,2400,2017-07-01,2018-09-18
923,19771,3400,30.0,True,False,True,6500,15500,2400,2017-01-25,2018-01-23
924,48037,1400,19.0,False,False,True,18500,12100,3300,2017-10-23,2018-10-29
925,79732,500,44.0,False,True,True,12000,3100,3200,2017-02-06,2018-12-19
926,99408,2200,17.0,False,True,False,19000,3100,2500,2017-01-05,2018-02-21
927,27725,3300,29.0,True,True,True,19000,1300,2900,2017-10-19,2018-09-06
928,56778,900,28.0,False,False,False,7500,15500,1200,2017-09-24,2018-04-01
929,89733,3200,35.0,False,True,False,12500,3700,1400,2017-08-26,2018-07-10
930,13464,1000,22.0,False,False,False,8000,4300,700,2017-05-12,2018-07-10
931,55458,1000,29.0,False,False,False,4500,4300,900,2017-12-23,2018-05-25
932,29509,2600,37.0,True,True,True,17500,1300,2600,2017-12-12,2018-12-29
933,68938,1000,37.0,True,True,False,19000,2100,2900,2017-05-26,2018-07-31
934,11347,3200,37.0,True,True,True,14000,3700,500,2017-11-05,2018-04-12
935,94718,2000,27.0,True,False,True,6500,6700,1700,2017-07-08,2018-05-12
936,33464,1100,18.0,True,True,False,7000,15700,700,2017-12-31,2018-04-30
937,51116,2300,32.0,True,False,False,7000,7900,1500,2017-10-19,2018-08-19
938,88962,3400,12.0,False,False,True,11000,13100,1200,2017-02-17,2018-12-26
939,96892,2600,24.0,True,False,False,17000,10700,600,2017-01-20,2018-10-13
940,50768,3100,21.0,False,True,True,17500,2100,700,2017-10-11,2018-10-26
941,13218,2800,6.0,True,False,False,11000,8100,2000,2017-09-19,2018-11-23
942,32111,1600,33.0,True,False,True,11500,8900,1400,2017-10-05,2018-09-08
943,86705,700,16.0,False,False,True,12500,4300,1400,2017-04-11,2018-03-25
944,44685,3000,38.0,False,True,False,3000,2900,3400,2017-09-21,2018-04-15
945,95737,1700,25.0,True,False,False,18500,17300,1800,2017-02-10,2018-06-04
946,28637,2900,15.0,False,True,False,18000,1900,3300,2017-11-03,2018-04-14
947,96888,2500,41.0,False,False,True,8000,9500,2800,2017-06-25,2018-12-28
948,41101,800,7.0,True,False,False,3500,8900,2900,2017-02-11,2018-08-27
949,77574,3000,28.0,True,True,True,12500,13300,3100,2017-01-17,2018-03-08
950,67343,1800,30.0,False,False,False,6000,4700,1000,2017-10-12,2018-07-09
951,89015,2200,27.0,True,False,True,11000,500,2100,2017-12-06,2018-01-14
952,30118,2700,45.0,False,False,True,5000,3300,1000,2017-01-03,2018-11-29
953,97694,2900,14.0,False,False,True,8500,1300,2800,2017-04-25,2018-08-14
954,82430,1300,28.0,True,True,True,10500,5100,3000,2017-05-29,2018-05-13
955,29488,1900,30.0,False,True,False,14500,11700,500,2017-08-22,2018-05-14
956,61887,2500,5.0,True,True,False,11000,4300,900,2017-01-29,2018-04-22
957,27540,3300,45.0,False,False,True,18500,1500,3100,2017-06-04,2018-12-04
958,62631,1100,12.0,False,True,True,19000,5700,3200,2017-07-07,2018-04-21
959,92820,3000,22.0,False,False,True,3500,2100,600,2017-11-26,2018-09-15
960,90199,600,2.0,False,False,True,6500,7700,700,2017-12-30,2018-01-03
961,32963,2300,26.0,False,False,False,4500,2100,2700,2017-11-27,2018-12-25
962,78785,2700,28.0,True,True,True,6000,3900,600,2017-09-30,2018-06-17
963,74145,1800,39.0,False,True,False,4500,8300,3200,2017-12-14,2018-11-16
964,85678,700,45.0,False,True,True,15500,500,3300,2017-10-18,2018-05-16
965,39763,1700,43.0,False,True,False,16500,8900,1800,2017-05-02,2018-09-28
966,11176,2200,3.0,True,True,False,17500,8700,2700,2017-05-29,2018-12-22
967,84810,700,3.0,True,True,False,17500,7500,3100,2017-07-18,2018-05-19
968,97053,2400,2.0,True,True,True,12500,16900,1400,2017-05-26,2018-10-23
969,79564,3300,21.0,False,False,False,13000,10300,3300,2017-04-24,2018-11-19
970,61457,2900,10.0,True,True,True,9000,3700,2900,2017-09-14,2018-11-29
971,40534,1300,18.0,True,True,True,5000,700,1500,2017-03-31,2018-04-22
972,33220,2300,36.0,False,True,False,11500,12900,1800,2017-04-11,2018-07-13
973,46029,700,32.0,False,False,True,12500,3300,2000,2017-06-01,2018-01-18
974,89795,1200,39.0,True,False,False,4000,14100,3300,2017-03-10,2018-09-30
975,90092,1200,5.0,False,True,False,11500,15100,900,2017-12-19,2018-04-03
976,76116,2200,7.0,False,False,False,19000,5900,700,2017-05-30,2018-05-10
977,33393,1400,18.0,True,True,False,5000,6500,2000,2017-11-06,2018-10-08
978,35301,2000,17.0,True,True,True,19000,8700,2700,2017-11-15,2018-05-20
979,95343,1100,35.0,False,False,False,16000,7900,1600,2017-01-20,2018-09-06
980,56189,2200,37.0,True,True,False,11000,9300,2200,2017-12-24,2018-05-31
981,68595,800,26.0,True,True,True,7500,14700,700,2017-08-15,2018-10-20
982,34994,1000,28.0,True,True,False,19500,10700,700,2017-05-12,2018-07-14
983,50999,1500,39.0,False,True,False,8000,12900,1700,2017-02-15,2018-02-08
984,45365,1600,39.0,False,True,False,14500,6300,700,2017-09-24,2018-01-24
985,97405,700,17.0,False,True,False,6000,17100,2100,2017-02-25,2018-05-29
986,58608,500,34.0,False,False,True,5000,13500,3400,2017-11-16,2018-12-24
987,27726,1600,5.0,True,False,True,4000,900,3300,2017-09-13,2018-12-29
988,39675,1900,38.0,True,False,False,15500,9300,1800,2017-08-01,2018-01-30
989,69118,2000,6.0,True,True,False,16500,12900,2800,2017-12-04,2018-08-10
990,77537,1400,33.0,False,False,False,8500,17500,3100,2017-01-10,2018-12-01
991,17132,2100,5.0,True,False,False,3000,12300,2800,2017-04-04,2018-10-28
992,12903,1500,10.0,True,True,False,9000,2500,2200,2017-03-30,2018-01-11
993,69747,600,33.0,False,True,False,4500,12300,2200,2017-10-10,2018-07-16
994,37425,800,45.0,True,True,True,10500,13900,1400,2017-04-15,2018-02-17
995,55219,3100,45.0,True,False,True,13500,12500,2000,2017-06-10,2018-05-03
996,75453,1700,37.0,True,False,True,8500,10500,1500,2017-02-24,2018-11-04
997,32791,2300,5.0,False,True,True,12500,5700,3400,2017-03-05,2018-12-14
998,48323,3300,18.0,True,True,False,12500,9500,700,2017-06-07,2018-02-12
999,87852,2200,17.0,True,True,False,4500,13900,900,2017-07-05,2018-04-02
1000,59714,3400,7.0,False,False,False,15500,2100,2400,2017-02-03,2018-11-10
1001,63893,3300,1.0,False,False,False,5000,17900,1100,2017-11-19,2018-01-04
1002,28004,2200,28.0,False,True,True,3500,5700,1200,2017-09-25,2018-02-20
1003,48463,2900,29.0,False,True,False,14000,8500,3000,2017-06-30,2018-01-19
1004,29013,1100,24.0,False,False,True,18500,900,2800,2017-04-09,2018-05-10
1005,71159,2600,29.0,True,False,False,4500,8100,3400,2017-03-06,2018-09-13
1006,83032,900,37.0,False,True,True,15000,12700,1000,2017-03-12,2019-01-01
1007,12348,2800,8.0,False,True,True,5000,4700,1700,2017-11-15,2018-10-29
1008,82052,2900,14.0,False,True,True,17500,8700,3100,2017-02-04,2018-10-01
1009,45511,600,37.0,False,False,False,6500,6900,1200,2017-08-10,2018-01-26
1010,37897,2000,43.0,False,True,False,19500,3900,2500,2017-05-05,2018-04-13
1011,28799,1300,36.0,True,True,True,11000,10300,1900,2017-02-08,2018-07-20
1012,96597,1000,36.0,False,False,True,16500,17700,1600,2017-08-28,2018-12-25
1013,70303,2600,21.0,False,False,False,18500,5100,1300,2017-04-14,2018-05-10
1014,59778,2500,2.0,False,True,False,9000,3300,1900,2017-11-11,2018-11-04
1015,56305,2200,43.0,True,True,False,11000,6900,800,2017-06-24,2018-07-28
1016,19045,1600,28.0,True,False,True,19500,2900,2300,2017-03-24,2018-02-22
1017,92602,800,24.0,True,True,False,5000,15100,1000,2017-05-09,2018-03-18
1018,94478,1800,38.0,True,True,False,12000,7100,500,2017-07-23,2018-07-08
1019,20914,700,45.0,True,False,True,5500,900,600,2017-05-08,2018-01-16
1020,66364,2600,35.0,False,True,False,17500,8900,1400,2017-05-23,2018-04-06
1021,83556,2300,27.0,False,True,False,3500,4700,1600,2017-05-05,2018-05-02
1022,71274,1900,43.0,True,False,True,16000,15500,3000,2017-02-25,2018-01-04
1023,28475,2500,15.0,True,False,False,15000,700,800,2017-09-02,2018-01-17
1024,81860,800,20.0,True,False,False,4000,14700,1000,2017-03-06,2018-10-21
1025,92124,2800,24.0,False,True,False,9500,9900,700,2017-02-14,2018-09-13
1026,28554,2300,22.0,True,False,False,3000,16500,2500,2017-05-16,2018-09-13
